,DATE,WEATHER
2770,2006-02-17,Cloudy
2771,2006-02-17,Snow
2772,2006-02-21,Fog
2773,2006-02-22,Fog
2774,2006-02-22,Fog
2775,2006-02-22,Fog
2776,2006-03-01,Rain
2777,2006-03-02,Fog
2778,2006-03-02,Snow
2779,2006-03-02,Fog
2780,2006-03-03,Fog
2781,2006-03-03,Fog
2782,2006-03-05,Fog
2783,2006-03-05,Snow
2784,2006-03-05,Fog
2785,2006-03-05,Fog
2786,2006-03-05,Fog
2787,2006-03-05,Fog
2788,2006-03-06,Snow
2789,2006-03-06,Fog
2790,2006-03-06,Fog
2791,2006-03-06,Fog
2792,2006-03-06,Fog
2793,2006-03-06,Fog
2794,2006-03-06,Fog
2795,2006-03-07,Fog
2796,2006-03-07,Fog
2797,2006-03-07,Fog
2798,2006-03-07,Fog
2799,2006-03-07,Snow
2800,2006-03-07,Fog
2801,2006-03-07,Snow
2802,2006-03-07,Snow
2803,2006-03-07,Snow
2804,2006-03-08,Fog
2805,2006-03-08,Fog
2806,2006-03-08,Snow
2807,2006-03-08,Cloudy
2808,2006-03-08,Cloudy
2809,2006-03-08,Fog
2810,2006-03-08,Rain
2811,2006-03-09,Rain
2812,2006-03-09,Cloudy
2813,2006-03-09,Cloudy
2814,2006-03-09,Fog
2815,2006-03-09,Cloudy
2816,2006-03-09,Cloudy
2817,2006-03-10,Fog
2818,2006-03-10,Fog
2819,2006-03-10,Rain
2820,2006-03-11,Fog
2821,2006-03-11,Cloudy
2822,2006-03-11,Cloudy
2823,2006-03-11,Cloudy
2824,2006-03-11,Cloudy
2825,2006-03-11,Cloudy
2826,2006-03-11,Cloudy
2827,2006-03-11,Rain
2828,2006-03-11,Cloudy
2829,2006-03-12,Cloudy
2830,2006-03-12,Cloudy
2831,2006-03-12,Rain
2832,2006-03-12,Cloudy
2833,2006-03-12,Fog
2834,2006-03-12,Cloudy
2835,2006-03-12,Cloudy
2836,2006-03-12,Cloudy
2837,2006-03-12,Snow
2838,2006-03-13,Cloudy
2839,2006-03-13,Cloudy
2840,2006-03-13,Cloudy
2841,2006-03-13,Cloudy
2842,2006-03-13,Snow
2843,2006-03-14,Snow
2844,2006-03-16,Fog
2845,2006-03-16,Snow
2846,2006-03-16,Fog
2847,2006-03-18,Fog
2848,2006-03-23,Snow
2849,2006-03-23,Fog
2850,2006-03-24,Snow
2851,2006-03-24,Fog
2852,2006-03-24,Fog
2853,2006-03-24,Snow
2854,2006-03-25,Fog
2855,2006-03-25,Snow
2856,2006-03-27,Fog
2857,2006-03-27,Fog
2858,2006-03-27,Fog
2859,2006-03-27,Rain
2860,2006-03-28,Fog
2861,2006-03-28,Fog
2862,2006-03-28,Fog
2863,2006-03-28,Fog
2864,2006-03-28,Fog
2865,2006-03-28,Fog
2866,2006-03-28,Rain
2867,2006-03-28,Fog
2868,2006-03-29,Fog
2869,2006-03-29,Fog
2870,2006-03-29,Fog
2871,2006-03-29,Fog
2872,2006-03-29,Sunny
2873,2006-03-29,Fog
2874,2006-03-30,Rain
2875,2006-03-30,Fog
2876,2006-03-30,Fog
2877,2006-03-31,Fog
2878,2006-03-31,Fog
2879,2006-03-31,Rain
2880,2006-03-31,Cloudy
2881,2006-04-01,Cloudy
2882,2006-04-02,Snow
2883,2006-04-02,Cloudy
2884,2006-04-02,Cloudy
2885,2006-04-02,Cloudy
2886,2006-04-02,Rain
2887,2006-04-02,Cloudy
2888,2006-04-02,Cloudy
2889,2006-04-02,Cloudy
2890,2006-04-03,Fog
2891,2006-04-03,Fog
2892,2006-04-03,Rain
2893,2006-04-03,Cloudy
2894,2006-04-03,Cloudy
2895,2006-04-03,Fog
2896,2006-04-05,Rain
2897,2006-04-06,Rain
2898,2006-04-06,Fog
2899,2006-04-06,Fog
2900,2006-04-07,Fog
2901,2006-04-07,Cloudy
2902,2006-04-07,Fog
2903,2006-04-07,Snow
2904,2006-04-07,Fog
2905,2006-04-09,Fog
2906,2006-04-09,Fog
2907,2006-04-10,Fog
2908,2006-04-11,Rain
2909,2006-04-12,Cloudy
2910,2006-04-12,Rain
2911,2006-04-13,Cloudy
2912,2006-04-13,Cloudy
2913,2006-04-13,Rain
2914,2006-04-13,Cloudy
2915,2006-04-13,Cloudy
2916,2006-04-14,Cloudy
2917,2006-04-14,Rain
2918,2006-04-14,Cloudy
2919,2006-04-15,Rain
2920,2006-04-15,Cloudy
2921,2006-04-15,Cloudy
2922,2006-04-16,Rain
2923,2006-04-16,Cloudy
2924,2006-04-16,Cloudy
2925,2006-04-16,Cloudy
2926,2006-04-16,Cloudy
2927,2006-04-16,Cloudy
2928,2006-04-17,Rain
2929,2006-04-17,Fog
2930,2006-04-17,Fog
2931,2006-04-17,Fog
2932,2006-04-18,Fog
2933,2006-04-19,Cloudy
2934,2006-04-19,Cloudy
2935,2006-04-19,Cloudy
2936,2006-04-19,Rain
2937,2006-04-20,Fog
2938,2006-04-20,Fog
2939,2006-04-20,Cloudy
2940,2006-04-20,Rain
2941,2006-04-22,Rain
2942,2006-04-24,Fog
2943,2006-04-24,Fog
2944,2006-04-24,Fog
2945,2006-04-24,Cloudy
2946,2006-04-25,Fog
2947,2006-04-25,Snow
2948,2006-04-25,Fog
2949,2006-04-25,Snow
2950,2006-04-25,Snow
2951,2006-04-28,Fog
2952,2006-04-29,Fog
2953,2006-04-29,Fog
2954,2006-04-29,Fog
2955,2006-04-29,Rain
2956,2006-04-30,Fog
2957,2006-04-30,Fog
2958,2006-04-30,Rain
2959,2006-04-30,Fog
2960,2006-05-01,Rain
2961,2006-05-01,Fog
2962,2006-05-01,Fog
2963,2006-05-01,Fog
2964,2006-05-02,Fog
2965,2006-05-02,Fog
2966,2006-05-02,Fog
2967,2006-05-02,Fog
2968,2006-05-02,Rain
2969,2006-05-02,Fog
2970,2006-05-03,Rain
2971,2006-05-03,Fog
2972,2006-05-08,Fog
2973,2006-05-09,Rain
2974,2006-05-09,Fog
2975,2006-05-10,Rain
2976,2006-05-10,Fog
2977,2006-05-10,Cloudy
2978,2006-05-10,Fog
2979,2006-05-10,Fog
2980,2006-05-11,Cloudy
2981,2006-05-11,Rain
2982,2006-05-11,Fog
2983,2006-05-11,Fog
2984,2006-05-12,Fog
2985,2006-05-12,Fog
2986,2006-05-12,Fog
2987,2006-05-12,Rain
2988,2006-05-12,Fog
2989,2006-05-13,Rain
2990,2006-05-13,Fog
2991,2006-05-13,Fog
2992,2006-05-13,Fog
2993,2006-05-14,Rain
2994,2006-05-14,Fog
2995,2006-05-14,Fog
2996,2006-05-14,Fog
2997,2006-05-15,Fog
2998,2006-05-15,Fog
2999,2006-05-15,Rain
3000,2006-05-15,Fog
3001,2006-05-16,Fog
3002,2006-05-16,Rain
3003,2006-05-16,Fog
3004,2006-05-17,Rain
3005,2006-05-17,Cloudy
3006,2006-05-17,Cloudy
3007,2006-05-17,Snow
3008,2006-05-17,Cloudy
3009,2006-05-17,Cloudy
3010,2006-05-18,Cloudy
3011,2006-05-18,Rain
3012,2006-05-20,Rain
3013,2006-05-21,Rain
3014,2006-05-23,Fog
3015,2006-05-24,Cloudy
3016,2006-05-24,Rain
3017,2006-05-24,Cloudy
3018,2006-05-24,Cloudy
3019,2006-05-24,Cloudy
3020,2006-05-24,Cloudy
3021,2006-05-25,Snow
3022,2006-05-25,Fog
3023,2006-05-25,Cloudy
3024,2006-05-25,Fog
3025,2006-05-25,Rain
3026,2006-05-26,Sunny
3027,2006-05-26,Fog
3028,2006-05-26,Fog
3029,2006-05-26,Fog
3030,2006-05-27,Snow
3031,2006-05-27,Fog
3032,2006-05-27,Fog
3033,2006-05-27,Sunny
3034,2006-05-27,Cloudy
3035,2006-05-28,Fog
3036,2006-05-28,Fog
3037,2006-05-29,Cloudy
3038,2006-05-29,Rain
3039,2006-05-29,Cloudy
3040,2006-05-29,Cloudy
3041,2006-05-29,Cloudy
3042,2006-05-29,Cloudy
3043,2006-05-30,Cloudy
3044,2006-05-30,Cloudy
3045,2006-05-30,Snow
3046,2006-05-30,Snow
3047,2006-05-30,Cloudy
3048,2006-05-30,Cloudy
3049,2006-05-30,Rain
3050,2006-05-30,Cloudy
3051,2006-05-31,Fog
3052,2006-05-31,Cloudy
3053,2006-05-31,Sunny
3054,2006-05-31,Fog
3055,2006-05-31,Fog
3056,2006-05-31,Cloudy
3057,2006-06-02,Rain
3058,2006-06-02,Cloudy
3059,2006-06-02,Cloudy
3060,2006-06-02,Snow
3061,2006-06-02,Cloudy
3062,2006-06-05,Fog
3063,2006-06-06,Fog
3064,2006-06-06,Rain
3065,2006-06-07,Fog
3066,2006-06-07,Fog
3067,2006-06-08,Fog
3068,2006-06-08,Fog
3069,2006-06-08,Fog
3070,2006-06-08,Fog
3071,2006-06-09,Rain
3072,2006-06-09,Cloudy
3073,2006-06-10,Cloudy
3074,2006-06-10,Cloudy
3075,2006-06-10,Cloudy
3076,2006-06-10,Snow
3077,2006-06-10,Cloudy
3078,2006-06-10,Cloudy
3079,2006-06-10,Rain
3080,2006-06-11,Rain
3081,2006-06-12,Fog
3082,2006-06-13,Fog
3083,2006-06-14,Fog
3084,2006-06-14,Rain
3085,2006-06-15,Rain
3086,2006-06-16,Fog
3087,2006-06-17,Cloudy
3088,2006-06-17,Rain
3089,2006-06-17,Fog
3090,2006-06-18,Fog
3091,2006-06-18,Rain
3092,2006-06-19,Fog
3093,2006-06-20,Rain
3094,2006-06-20,Cloudy
3095,2006-06-20,Fog
3096,2006-06-21,Rain
3097,2006-06-21,Cloudy
3098,2006-06-21,Cloudy
3099,2006-06-21,Cloudy
3100,2006-06-21,Cloudy
3101,2006-06-21,Cloudy
3102,2006-06-21,Cloudy
3103,2006-06-22,Cloudy
3104,2006-06-22,Cloudy
3105,2006-06-22,Cloudy
3106,2006-06-22,Cloudy
3107,2006-06-22,Cloudy
3108,2006-06-22,Cloudy
3109,2006-06-22,Rain
3110,2006-06-22,Snow
3111,2006-06-23,Cloudy
3112,2006-06-25,Cloudy
3113,2006-06-25,Rain
3114,2006-06-25,Cloudy
3115,2006-06-25,Cloudy
3116,2006-06-25,Cloudy
3117,2006-06-26,Cloudy
3118,2006-06-26,Cloudy
3119,2006-06-26,Snow
3120,2006-06-26,Rain
3121,2006-06-26,Cloudy
3122,2006-06-26,Cloudy
3123,2006-06-26,Cloudy
3124,2006-06-26,Cloudy
3125,2006-06-27,Cloudy
3126,2006-06-27,Fog
3127,2006-06-27,Cloudy
3128,2006-06-28,Cloudy
3129,2006-06-28,Cloudy
3130,2006-06-28,Cloudy
3131,2006-06-28,Snow
3132,2006-06-28,Cloudy
3133,2006-06-29,Snow
3134,2006-06-29,Fog
3135,2006-06-29,Fog
3136,2006-06-29,Cloudy
3137,2006-06-29,Fog
3138,2006-06-30,Fog
3139,2006-07-01,Fog
3140,2006-07-01,Fog
3141,2006-07-01,Sunny
3142,2006-07-02,Fog
3143,2006-07-02,Rain
3144,2006-07-02,Fog
3145,2006-07-03,Rain
3146,2006-07-03,Cloudy
3147,2006-07-03,Cloudy
3148,2006-07-03,Cloudy
3149,2006-07-03,Cloudy
3150,2006-07-03,Cloudy
3151,2006-07-03,Cloudy
3152,2006-07-04,Fog
3153,2006-07-04,Fog
3154,2006-07-04,Sunny
3155,2006-07-05,Fog
3156,2006-07-07,Fog
3157,2006-07-08,Rain
3158,2006-07-09,Rain
3159,2006-07-09,Cloudy
3160,2006-07-10,Fog
3161,2006-07-10,Fog
3162,2006-07-11,Cloudy
3163,2006-07-11,Rain
3164,2006-07-11,Fog
3165,2006-07-11,Fog
3166,2006-07-11,Fog
3167,2006-07-12,Sunny
3168,2006-07-12,Cloudy
3169,2006-07-12,Fog
3170,2006-07-12,Fog
3171,2006-07-12,Fog
3172,2006-07-12,Fog
3173,2006-07-12,Cloudy
3174,2006-07-12,Fog
3175,2006-07-12,Cloudy
3176,2006-07-13,Fog
3177,2006-07-13,Fog
3178,2006-07-13,Fog
3179,2006-07-13,Fog
3180,2006-07-13,Sunny
3181,2006-07-13,Fog
3182,2006-07-14,Fog
3183,2006-07-14,Cloudy
3184,2006-07-14,Cloudy
3185,2006-07-14,Fog
3186,2006-07-14,Cloudy
3187,2006-07-14,Cloudy
3188,2006-07-14,Cloudy
3189,2006-07-14,Rain
3190,2006-07-15,Fog
3191,2006-07-17,Cloudy
3192,2006-07-17,Rain
3193,2006-07-17,Cloudy
3194,2006-07-17,Cloudy
3195,2006-07-17,Cloudy
3196,2006-07-17,Cloudy
3197,2006-07-17,Cloudy
3198,2006-07-18,Cloudy
3199,2006-07-18,Fog
3200,2006-07-18,Cloudy
3201,2006-07-19,Cloudy
3202,2006-07-19,Cloudy
3203,2006-07-19,Fog
3204,2006-07-19,Fog
3205,2006-07-19,Rain
3206,2006-07-20,Cloudy
3207,2006-07-20,Cloudy
3208,2006-07-20,Cloudy
3209,2006-07-20,Rain
3210,2006-07-20,Cloudy
3211,2006-07-20,Cloudy
3212,2006-07-20,Cloudy
3213,2006-07-20,Cloudy
3214,2006-07-21,Fog
3215,2006-07-21,Fog
3216,2006-07-21,Rain
3217,2006-07-21,Cloudy
3218,2006-07-21,Fog
3219,2006-07-21,Fog
3220,2006-07-22,Rain
3221,2006-07-22,Cloudy
3222,2006-07-22,Cloudy
3223,2006-07-22,Fog
3224,2006-07-22,Cloudy
3225,2006-07-22,Cloudy
3226,2006-07-22,Cloudy
3227,2006-07-23,Cloudy
3228,2006-07-23,Fog
3229,2006-07-24,Rain
3230,2006-07-26,Rain
3231,2006-07-26,Fog
3232,2006-07-26,Fog
3233,2006-07-26,Cloudy
3234,2006-07-27,Cloudy
3235,2006-07-27,Rain
3236,2006-07-27,Cloudy
3237,2006-07-27,Cloudy
3238,2006-07-27,Cloudy
3239,2006-07-27,Cloudy
3240,2006-07-27,Cloudy
3241,2006-07-27,Cloudy
3242,2006-07-28,Fog
3243,2006-07-28,Fog
3244,2006-07-28,Sunny
3245,2006-07-28,Fog
3246,2006-07-28,Fog
3247,2006-07-29,Fog
3248,2006-07-29,Fog
3249,2006-07-29,Fog
3250,2006-07-30,Cloudy
3251,2006-07-30,Rain
3252,2006-08-02,Cloudy
3253,2006-08-02,Cloudy
3254,2006-08-02,Cloudy
3255,2006-08-02,Cloudy
3256,2006-08-02,Cloudy
3257,2006-08-02,Cloudy
3258,2006-08-02,Rain
3259,2006-08-03,Cloudy
3260,2006-08-03,Cloudy
3261,2006-08-03,Cloudy
3262,2006-08-03,Cloudy
3263,2006-08-03,Cloudy
3264,2006-08-03,Rain
3265,2006-08-03,Cloudy
3266,2006-08-05,Fog
3267,2006-08-06,Fog
3268,2006-08-06,Rain
3269,2006-08-06,Fog
3270,2006-08-07,Fog
3271,2006-08-07,Fog
3272,2006-08-07,Sunny
3273,2006-08-07,Fog
3274,2006-08-08,Fog
3275,2006-08-09,Fog
3276,2006-08-09,Cloudy
3277,2006-08-09,Fog
3278,2006-08-10,Cloudy
3279,2006-08-10,Cloudy
3280,2006-08-10,Cloudy
3281,2006-08-10,Cloudy
3282,2006-08-10,Cloudy
3283,2006-08-10,Rain
3284,2006-08-10,Cloudy
3285,2006-08-11,Cloudy
3286,2006-08-11,Fog
3287,2006-08-12,Fog
3288,2006-08-13,Rain
3289,2006-08-14,Fog
3290,2006-08-14,Fog
3291,2006-08-14,Rain
3292,2006-08-15,Fog
3293,2006-08-15,Fog
3294,2006-08-17,Rain
3295,2006-08-17,Fog
3296,2006-08-18,Fog
3297,2006-08-18,Rain
3298,2006-08-18,Fog
3299,2006-08-18,Fog
3300,2006-08-19,Fog
3301,2006-08-19,Fog
3302,2006-08-19,Rain
3303,2006-08-19,Fog
3304,2006-08-19,Fog
3305,2006-08-21,Fog
3306,2006-08-22,Fog
3307,2006-08-22,Fog
3308,2006-08-22,Fog
3309,2006-08-23,Fog
3310,2006-08-23,Fog
3311,2006-08-23,Fog
3312,2006-08-24,Cloudy
3313,2006-08-24,Cloudy
3314,2006-08-24,Cloudy
3315,2006-08-24,Cloudy
3316,2006-08-24,Cloudy
3317,2006-08-24,Cloudy
3318,2006-08-24,Rain
3319,2006-08-24,Cloudy
3320,2006-08-24,Cloudy
3321,2006-08-25,Cloudy
3322,2006-08-25,Cloudy
3323,2006-08-25,Sunny
3324,2006-08-25,Fog
3325,2006-08-26,Fog
3326,2006-08-26,Fog
3327,2006-08-26,Fog
3328,2006-08-26,Fog
3329,2006-08-26,Cloudy
3330,2006-08-26,Rain
3331,2006-08-27,Rain
3332,2006-08-27,Fog
3333,2006-08-27,Fog
3334,2006-08-27,Fog
3335,2006-08-27,Fog
3336,2006-08-28,Fog
3337,2006-08-28,Fog
3338,2006-08-28,Fog
3339,2006-08-28,Fog
3340,2006-08-28,Rain
3341,2006-08-29,Fog
3342,2006-08-29,Fog
3343,2006-08-29,Fog
3344,2006-08-29,Rain
3345,2006-08-30,Fog
3346,2006-08-30,Fog
3347,2006-08-30,Rain
3348,2006-09-02,Fog
3349,2006-09-03,Rain
3350,2006-09-03,Fog
3351,2006-09-03,Fog
3352,2006-09-04,Cloudy
3353,2006-09-04,Cloudy
3354,2006-09-04,Rain
3355,2006-09-04,Cloudy
3356,2006-09-04,Cloudy
3357,2006-09-04,Cloudy
3358,2006-09-04,Snow
3359,2006-09-04,Cloudy
3360,2006-09-05,Fog
3361,2006-09-05,Rain
3362,2006-09-05,Fog
3363,2006-09-05,Cloudy
3364,2006-09-05,Fog
3365,2006-09-06,Fog
3366,2006-09-06,Sunny
3367,2006-09-06,Fog
3368,2006-09-06,Fog
3369,2006-09-07,Fog
3370,2006-09-07,Sunny
3371,2006-09-07,Fog
3372,2006-09-07,Fog
3373,2006-09-08,Fog
3374,2006-09-09,Fog
3375,2006-09-10,Fog
3376,2006-09-10,Fog
3377,2006-09-10,Cloudy
3378,2006-09-10,Fog
3379,2006-09-10,Rain
3380,2006-09-11,Cloudy
3381,2006-09-11,Cloudy
3382,2006-09-11,Cloudy
3383,2006-09-11,Snow
3384,2006-09-11,Cloudy
3385,2006-09-11,Cloudy
3386,2006-09-11,Cloudy
3387,2006-09-11,Rain
3388,2006-09-12,Rain
3389,2006-09-12,Cloudy
3390,2006-09-12,Cloudy
3391,2006-09-12,Cloudy
3392,2006-09-12,Snow
3393,2006-09-12,Fog
3394,2006-09-12,Cloudy
3395,2006-09-12,Fog
3396,2006-09-13,Cloudy
3397,2006-09-13,Snow
3398,2006-09-13,Cloudy
3399,2006-09-13,Rain
3400,2006-09-13,Cloudy
3401,2006-09-13,Fog
3402,2006-09-14,Fog
3403,2006-09-14,Fog
3404,2006-09-14,Fog
3405,2006-09-14,Sunny
3406,2006-09-15,Fog
3407,2006-09-15,Fog
3408,2006-09-15,Fog
3409,2006-09-15,Fog
3410,2006-09-15,Sunny
3411,2006-09-15,Fog
3412,2006-09-16,Fog
3413,2006-09-16,Fog
3414,2006-09-16,Fog
3415,2006-09-16,Sunny
3416,2006-09-16,Fog
3417,2006-09-17,Cloudy
3418,2006-09-17,Cloudy
3419,2006-09-17,Snow
3420,2006-09-17,Cloudy
3421,2006-09-17,Cloudy
3422,2006-09-17,Rain
3423,2006-09-17,Cloudy
3424,2006-09-18,Rain
3425,2006-09-19,Fog
3426,2006-09-19,Rain
3427,2006-09-21,Rain
3428,2006-09-21,Fog
3429,2006-09-22,Cloudy
3430,2006-09-22,Rain
3431,2006-09-22,Cloudy
3432,2006-09-22,Cloudy
3433,2006-09-22,Snow
3434,2006-09-22,Cloudy
3435,2006-09-23,Fog
3436,2006-09-23,Snow
3437,2006-09-23,Snow
3438,2006-09-23,Cloudy
3439,2006-09-23,Fog
3440,2006-09-23,Rain
3441,2006-09-23,Fog
3442,2006-09-23,Fog
3443,2006-09-24,Fog
3444,2006-09-24,Fog
3445,2006-09-24,Cloudy
3446,2006-09-24,Rain
3447,2006-09-27,Rain
3448,2006-09-29,Cloudy
3449,2006-09-29,Rain
3450,2006-09-30,Cloudy
3451,2006-09-30,Snow
3452,2006-09-30,Cloudy
3453,2006-09-30,Cloudy
3454,2006-09-30,Cloudy
3455,2006-09-30,Snow
3456,2006-10-01,Cloudy
3457,2006-10-01,Rain
3458,2006-10-01,Fog
3459,2006-10-01,Cloudy
3460,2006-10-01,Fog
3461,2006-10-02,Cloudy
3462,2006-10-02,Cloudy
3463,2006-10-02,Snow
3464,2006-10-02,Snow
3465,2006-10-02,Rain
3466,2006-10-02,Cloudy
3467,2006-10-02,Cloudy
3468,2006-10-02,Snow
3469,2006-10-02,Snow
3470,2006-10-03,Fog
3471,2006-10-03,Cloudy
3472,2006-10-03,Cloudy
3473,2006-10-03,Fog
3474,2006-10-03,Fog
3475,2006-10-03,Cloudy
3476,2006-10-03,Sunny
3477,2006-10-04,Cloudy
3478,2006-10-04,Cloudy
3479,2006-10-04,Rain
3480,2006-10-04,Cloudy
3481,2006-10-04,Cloudy
3482,2006-10-04,Cloudy
3483,2006-10-04,Fog
3484,2006-10-05,Fog
3485,2006-10-05,Fog
3486,2006-10-06,Fog
3487,2006-10-07,Fog
3488,2006-10-08,Fog
3489,2006-10-09,Fog
3490,2006-10-09,Fog
3491,2006-10-10,Fog
3492,2006-10-10,Rain
3493,2006-10-11,Rain
3494,2006-10-11,Fog
3495,2006-10-11,Fog
3496,2006-10-11,Fog
3497,2006-10-12,Fog
3498,2006-10-12,Fog
3499,2006-10-12,Snow
3500,2006-10-12,Fog
3501,2006-10-13,Fog
3502,2006-10-15,Rain
3503,2006-10-16,Fog
3504,2006-10-16,Fog
3505,2006-10-16,Rain
3506,2006-10-16,Fog
3507,2006-10-17,Fog
3508,2006-10-17,Fog
3509,2006-10-17,Fog
3510,2006-10-17,Rain
3511,2006-10-18,Rain
3512,2006-10-18,Fog
3513,2006-10-18,Fog
3514,2006-10-18,Fog
3515,2006-10-19,Fog
3516,2006-10-20,Fog
3517,2006-10-20,Rain
3518,2006-10-20,Fog
3519,2006-10-21,Rain
3520,2006-10-21,Cloudy
3521,2006-10-21,Fog
3522,2006-10-21,Cloudy
3523,2006-10-21,Fog
3524,2006-10-21,Fog
3525,2006-10-22,Fog
3526,2006-10-22,Rain
3527,2006-10-22,Fog
3528,2006-10-22,Fog
3529,2006-10-23,Snow
3530,2006-10-23,Fog
3531,2006-10-25,Fog
3532,2006-10-25,Fog
3533,2006-10-26,Fog
3534,2006-10-26,Rain
3535,2006-10-26,Fog
3536,2006-10-26,Fog
3537,2006-10-26,Fog
3538,2006-10-27,Fog
3539,2006-10-27,Fog
3540,2006-10-27,Fog
3541,2006-10-27,Rain
3542,2006-10-27,Fog
3543,2006-10-28,Fog
3544,2006-10-28,Fog
3545,2006-10-28,Fog
3546,2006-10-30,Fog
3547,2006-10-30,Rain
3548,2006-11-02,Fog
3549,2006-11-04,Rain
3550,2006-11-05,Fog
3551,2006-11-06,Fog
3552,2006-11-06,Rain
3553,2006-11-06,Fog
3554,2006-11-06,Fog
3555,2006-11-06,Fog
3556,2006-11-07,Fog
3557,2006-11-07,Fog
3558,2006-11-07,Fog
3559,2006-11-07,Rain
3560,2006-11-07,Fog
3561,2006-11-07,Fog
3562,2006-11-07,Fog
3563,2006-11-07,Fog
3564,2006-11-07,Fog
3565,2006-11-07,Fog
3566,2006-11-08,Fog
3567,2006-11-08,Fog
3568,2006-11-08,Fog
3569,2006-11-08,Sunny
3570,2006-11-08,Fog
3571,2006-11-08,Fog
3572,2006-11-08,Fog
3573,2006-11-08,Fog
3574,2006-11-08,Fog
3575,2006-11-09,Fog
3576,2006-11-09,Fog
3577,2006-11-09,Fog
3578,2006-11-09,Fog
3579,2006-11-10,Snow
3580,2006-11-10,Cloudy
3581,2006-11-10,Cloudy
3582,2006-11-10,Cloudy
3583,2006-11-10,Cloudy
3584,2006-11-10,Cloudy
3585,2006-11-10,Cloudy
3586,2006-11-10,Cloudy
3587,2006-11-10,Cloudy
3588,2006-11-11,Fog
3589,2006-11-11,Fog
3590,2006-11-11,Snow
3591,2006-11-12,Fog
3592,2006-11-12,Fog
3593,2006-11-13,Fog
3594,2006-11-13,Fog
3595,2006-11-13,Fog
3596,2006-11-13,Rain
3597,2006-11-13,Fog
3598,2006-11-14,Fog
3599,2006-11-14,Fog
3600,2006-11-14,Rain
3601,2006-11-14,Fog
3602,2006-11-14,Fog
3603,2006-11-14,Fog
3604,2006-11-15,Fog
3605,2006-11-15,Rain
3606,2006-11-15,Fog
3607,2006-11-15,Cloudy
3608,2006-11-15,Fog
3609,2006-11-17,Sunny
3610,2006-11-17,Fog
3611,2006-11-18,Fog
3612,2006-11-18,Sunny
3613,2006-11-18,Fog
3614,2006-11-18,Fog
3615,2006-11-19,Fog
3616,2006-11-19,Rain
3617,2006-11-20,Fog
3618,2006-11-21,Fog
3619,2006-11-21,Fog
3620,2006-11-21,Fog
3621,2006-11-22,Fog
3622,2006-11-25,Sunny
3623,2006-11-25,Fog
3624,2006-11-25,Fog
3625,2006-11-25,Fog
3626,2006-11-26,Sunny
3627,2006-11-26,Fog
3628,2006-11-26,Fog
3629,2006-11-26,Fog
3630,2006-11-27,Fog
3631,2006-11-27,Rain
3632,2006-11-27,Fog
3633,2006-11-27,Fog
3634,2006-11-28,Fog
3635,2006-11-28,Rain
3636,2006-11-28,Fog
3637,2006-11-29,Cloudy
3638,2006-11-29,Cloudy
3639,2006-11-29,Cloudy
3640,2006-11-29,Cloudy
3641,2006-11-29,Cloudy
3642,2006-11-29,Fog
3643,2006-11-29,Rain
3644,2006-11-29,Cloudy
3645,2006-11-29,Cloudy
3646,2006-11-30,Snow
3647,2006-11-30,Fog
3648,2006-11-30,Cloudy
3649,2006-11-30,Fog
3650,2006-11-30,Snow
3651,2006-11-30,Snow
3652,2006-11-30,Snow
3653,2006-12-01,Snow
3654,2006-12-01,Snow
3655,2006-12-01,Fog
3656,2006-12-01,Snow
3657,2006-12-01,Snow
3658,2006-12-01,Snow
3659,2006-12-01,Cloudy
3660,2006-12-01,Cloudy
3661,2006-12-03,Snow
3662,2006-12-05,Fog
3663,2006-12-05,Snow
3664,2006-12-06,Fog
3665,2006-12-06,Snow
3666,2006-12-06,Fog
3667,2006-12-11,Fog
3668,2006-12-11,Fog
3669,2006-12-11,Fog
3670,2006-12-11,Fog
3671,2006-12-11,Rain
3672,2006-12-11,Fog
3673,2006-12-12,Rain
3674,2006-12-12,Fog
3675,2006-12-12,Fog
3676,2006-12-12,Fog
3677,2006-12-12,Fog
3678,2006-12-12,Fog
3679,2006-12-12,Fog
3680,2006-12-12,Fog
3681,2006-12-13,Fog
3682,2006-12-13,Fog
3683,2006-12-13,Cloudy
3684,2006-12-13,Fog
3685,2006-12-13,Rain
3686,2006-12-13,Fog
3687,2006-12-14,Rain
3688,2006-12-14,Fog
3689,2006-12-16,Fog
3690,2006-12-16,Rain
3691,2006-12-16,Fog
3692,2006-12-17,Fog
3693,2006-12-17,Snow
3694,2006-12-17,Fog
3695,2006-12-19,Fog
3696,2006-12-20,Fog
3697,2006-12-20,Fog
3698,2006-12-20,Fog
3699,2006-12-20,Rain
3700,2006-12-20,Fog
3701,2006-12-21,Fog
3702,2006-12-21,Fog
3703,2006-12-21,Rain
3704,2006-12-21,Fog
3705,2006-12-22,Cloudy
3706,2006-12-22,Snow
3707,2006-12-22,Fog
3708,2006-12-22,Rain
3709,2006-12-22,Cloudy
3710,2006-12-22,Fog
3711,2006-12-23,Sunny
3712,2006-12-23,Fog
3713,2006-12-23,Fog
3714,2006-12-24,Sunny
3715,2006-12-24,Fog
3716,2006-12-24,Fog
3717,2006-12-24,Fog
3718,2006-12-25,Fog
3719,2006-12-25,Fog
3720,2006-12-25,Snow
3721,2006-12-25,Fog
3722,2006-12-26,Fog
3723,2006-12-26,Snow
3724,2006-12-26,Fog
3725,2006-12-29,Fog
3726,2006-12-29,Fog
3727,2006-12-30,Fog
